CloneID	Chromosome	Start	End	Case1.Ref	Case1.Test	Case2.Ref	Case2.Test	Case3.Ref	Case3.Test
RP11-485F12	4	186144581	186297098	3154	2890	3449	3798	3508	2254
CTD-2170J11	4	186256891	186367250	421	468	229	302	420	258
RP11-31L19	4	186280756	186461021	586	606	744	743	1017	752
RP11-386B13	4	186297099	186445114	106	95	NA	NA	NA	NA
RP11-775P18	4	186343950	186579612	848	968	824	662	927	620
RP11-50L21	4	186445823	186631087	321	295	381	365	NA	NA
RP11-415N14	4	186483757	186616085	3134	3527	3053	3084	4561	3188
RP11-13O4	4	186579613	186760418	190	165	258	210	NA	NA
RP11-714G18	4	186596090	186806508	1187	1323	1382	1382	1020	702
RP11-279O9	4	186684884	186848638	67	64	NA	NA	NA	NA
RP11-472G22	4	186830213	187013312	416	274	513	399	777	459
RP11-571N1	4	186985262	187164420	152	134	169	152	NA	NA
RP11-230A23	4	187056157	187253926	161	151	NA	NA	509	199
RP11-751E4	4	187150570	187302340	1254	1125	1446	1361	980	524
RP11-45I20	4	187155531	187310174	77	53	NA	NA	NA	NA
RP11-93D23	4	187155671	187311546	NA	NA	NA	NA	NA	NA
CTD-2400C20	4	187265847	187387904	377	344	406	423	397	184
RP11-812M15	4	187305140	187503089	1165	1199	902	1072	576	281
RP11-452D14	4	187387914	187543573	1983	1869	1795	2026	2848	1809
RP11-213A19	4	187496517	187657800	187	162	228	183	327	136
RP11-764O5	4	187659132	187833528	67	73	NA	NA	NA	NA
RP11-45C13	4	187794113	187948933	86	65	NA	NA	314	134
RP11-50K5	4	187897953	188083561	1453	1159	1391	1502	1331	742
RP11-385K24	4	188006600	188206713	382	314	409	330	NA	NA
RP11-231B9	4	188188108	188374399	327	246	335	314	647	262
RP11-121I22	4	188363860	188510320	788	837	1005	978	1389	933
RP11-513N1	4	188374400	188546642	272	180	NA	NA	617	257
RP11-349J21	4	188455172	188630411	1328	1333	1251	1298	2335	1555
RP11-138B4	4	188547461	188693849	580	786	690	854	975	827
RP11-630J22	4	188660397	188846899	4082	4750	3339	3579	4860	4228
RP11-746B9	4	188708418	188863577	767	629	918	909	418	211
RP11-565A3	4	188807532	188998481	1098	1220	983	1189	954	622
RP11-638L20	4	188935276	189132871	1225	1492	1463	1849	1482	1290
RP11-469E10	4	189127441	189308267	1704	1609	1530	1830	2374	1567
RP11-791N20	4	189175236	189346868	661	821	613	784	733	388
RP11-713C19	4	189189716	189415345	270	223	NA	NA	NA	NA
RP11-694L6	4	189274621	189499123	NA	NA	NA	NA	NA	NA
CTD-2292C23	4	189397400	189559015	768	1128	1167	1355	630	635
RP11-156B8	4	189462862	189624772	NA	NA	NA	NA	NA	NA
CTD-2125I13	4	189611333	189727634	236	272	285	343	271	166
CTD-2314A8	4	189648130	189756945	1263	1146	1210	1338	NA	NA
RP11-758N22	4	189725487	189866605	195	174	255	211	231	84
RP11-16L12	4	189840668	189989596	313	268	NA	NA	565	294
RP11-118M15	4	189874314	190024273	93	81	126	139	274	148
RP11-777F10	4	189945604	190126776	885	705	991	745	966	441
RP11-701K11	4	190090319	190287329	668	595	840	853	705	351
RP11-818C3	4	190223271	190413468	586	621	693	657	NA	NA
RP11-403B13	4	190248845	190420508	285	279	370	406	768	422
RP11-463B4	4	190317352	190525794	3980	4868	3620	3630	3137	2473
RP11-674N13	4	190447296	190656496	784	1120	811	1092	1068	632
RP11-40B10	4	190454525	190603110	257	259	298	307	533	289
RP11-762D10	4	190621929	190781310	111	95	248	228	NA	NA
RP11-730P24	4	190724383	190877528	1270	1437	1041	992	852	405
RP11-14K14	4	190811548	190949799	132	74	NA	NA	272	95
RP11-792E2	4	190877529	191091786	265	229	NA	NA	468	188
RP11-242B20	4	190906276	191070120	2356	2567	2285	2771	2694	1922
RP11-652J12	4	190955307	191141497	181	158	243	232	421	188
CTD-2311M19	4	191144838	191285894	2850	4090	3414	4745	2796	2395
CTD-2032D23	4	191168723	191256673	899	1101	1147	1045	1007	608
RP11-811I15	5	72312	209225	510	839	868	959	401	225
RP11-348B13	5	102972	289075	290	243	NA	NA	237	141
RP11-497H3	5	185496	327725	NA	NA	691	562	NA	NA
CTD-2083E4	5	197527	354202	2321	3070	1700	1964	1119	825
CTD-2228K2	5	402352	555524	183	192	NA	NA	243	184
RP11-597A21	5	431268	504867	1085	1405	1985	1737	463	363
RP11-773M18	5	568397	760486	1877	3164	3081	2770	2006	1576
RP11-753F19	5	592337	709215	435	496	816	878	468	259
RP11-678B2	5	851471	1041755	4020	6594	6057	7099	3188	2984
RP11-322L5	5	898120	1019970	261	314	526	434	448	252
RP11-471P21	5	970199	1120000	871	786	1391	1042	NA	NA
RP11-1040C13	5	1024508	1248692	NA	NA	144	124	209	133
RP11-600M8	5	1356206	1489464	656	790	1352	1111	732	486
RP11-325I22	5	1371106	1562826	691	840	1267	1081	927	622
RP11-1125A11	5	1405986	1562881	791	1117	1397	1252	801	717
RP11-161F13	5	1562894	1724268	300	244	NA	NA	308	184
CTD-2012J19	5	1637255	1778853	3126	4410	4085	4226	1127	942
CTD-2587M23	5	1694544	1878977	3037	4344	4458	4017	2095	1696
RP11-302K21	5	1721853	1855517	144	160	237	245	NA	NA
CTD-2296H22	5	1766576	1866636	236	234	NA	NA	210	121
RP11-369A6	5	1903679	2053017	148	152	236	179	NA	NA
CTD-2335P10	5	2003467	2168059	1918	3261	2188	2663	1473	1234
RP11-24L24	5	2216946	2375432	1432	1965	2169	2254	1801	1645
RP11-711H13	5	2349152	2518984	367	398	716	534	NA	NA
RP11-32G8	5	2375433	2556940	363	393	636	457	653	375
RP11-145M3	5	2415266	2556940	1246	1604	1732	1653	970	661
RP11-347C23	5	2571026	2734867	NA	NA	NA	NA	NA	NA
RP11-778E14	5	2592645	2774473	644	764	1102	1122	889	543
RP11-119D24	5	2676922	2717487	1079	2006	1676	1987	1050	882
RP11-586L22	5	2763196	2937737	921	1672	1560	1891	757	709
RP11-296C22	5	2883580	3058520	273	313	490	449	226	107
RP11-782L23	5	3016737	3171980	4045	5911	6121	6043	3275	3901
RP11-562D3	5	3051581	3227182	1755	2410	2688	2523	2117	1837
RP11-394M17	5	3168252	3253651	365	521	NA	NA	547	338
RP11-323D10	5	3172019	3358225	626	886	1088	1152	670	610
RP11-57H13	5	3268939	3436334	903	1501	1429	1688	534	380
RP11-408O10	5	3278206	3462113	80	93	171	130	129	61
RP11-121L11	5	3426606	3597526	204	225	321	296	NA	NA
RP13-513C3	5	3441264	3588044	318	297	NA	NA	NA	NA
RP11-653M17	5	3528525	3712079	1554	1892	2136	2064	1467	1239
RP11-340E18	5	3562166	3783168	1518	1535	3085	2697	2197	1427
RP11-567L14	5	3695453	3867261	740	825	1276	1217	599	388
RP11-35C15	5	3825954	4028662	3109	4849	4749	4875	3766	3418
RP11-614B9	5	4002349	4153707	352	400	574	466	NA	NA
RP11-128A3	5	4057459	4221516	432	415	737	587	NA	NA
CTD-2008N3	5	4106520	4241439	1652	2100	4510	4615	2594	2221
RP11-1069D5	5	4258610	4449373	1726	2200	2333	2379	NA	NA
RP11-328F21	5	4280335	4477875	1774	2553	2022	2959	1276	1273
RP11-580F6	5	4410811	4608531	991	1547	1034	1037	941	629
RP11-727I8	5	4534078	4733452	202	206	313	316	NA	NA
RP11-617B7	5	4672192	4857786	467	888	874	1056	NA	NA
RP11-261P1	5	4803370	4966036	876	1508	1698	1700	1540	1676
RP11-655D2	5	4943436	5143562	972	1140	1225	1208	NA	NA
RP11-423A16	5	5055459	5240667	NA	NA	119	108	NA	NA
RP11-531A21	5	5279226	5470505	2631	4430	5234	6739	1792	1480
RP11-342L17	5	5449101	5646839	1106	1313	2130	1684	1392	902
RP11-185O11	5	5688450	5866974	582	690	986	825	894	637
RP11-818O7	5	5801849	6016043	168	203	NA	NA	NA	NA
RP11-245L6	5	5879138	6020335	2575	3714	3584	3848	2329	2699
RP11-107F17	5	6030381	6223796	794	959	1326	1083	1186	825
RP11-80F5	5	6223335	6391829	187	200	325	279	NA	NA
RP11-704G11	5	6349318	6529591	108	137	206	184	NA	NA
RP11-203O22	5	6483264	6677973	208	197	385	277	338	224
RP11-14C4	5	6612645	6809623	1013	1305	1648	1472	1320	1233
RP11-1F12	5	6792039	6942697	1394	1692	3512	3395	1203	1088
RP11-203A14	5	6918519	7047795	NA	NA	301	262	NA	NA
RP11-420O18	5	6975085	7150950	946	1483	1403	1877	663	640
RP11-234E15	5	7089476	7235282	327	622	966	1114	594	632
RP11-762B18	5	7232372	7435879	1822	3101	1914	1701	774	592
RP11-764H2	5	7506706	7717155	425	370	627	620	257	142
RP11-753D7	5	7653228	7809606	863	1165	1119	1166	620	481
RP11-71C2	5	7734053	7905953	389	508	725	805	218	163
RP11-259D10	5	7815263	7983116	967	1568	1519	1733	744	574
RP11-315E16	5	7942609	8118958	1633	2832	1863	2342	866	862
RP11-75H1	5	7977964	8154402	340	538	587	568	317	214
RP11-793O5	5	7989931	8205726	378	514	734	735	277	176
RP11-335F15	5	8127955	8306095	228	270	395	321	NA	NA
RP11-426L4	5	8208668	8406548	486	581	700	539	352	198
RP11-332K20	5	8458450	8657037	314	326	521	472	NA	NA
RP11-747E7	5	8616021	8787747	305	364	NA	NA	315	229
RP11-447F6	5	8712616	8908055	991	1975	1207	1551	669	634
RP11-57N7	5	8908056	9077096	838	1185	866	963	651	588
CTD-2245F4	5	9013927	9176771	567	620	926	838	NA	NA
CTD-2220C21	5	9120684	9229484	1116	1582	NA	NA	943	840
RP11-5H13	5	9134023	9322495	812	1272	1206	1068	609	379
RP11-698N5	5	9159073	9336791	3420	4450	5016	5554	2744	2697
RP11-279I13	5	9302561	9417594	2645	4539	3633	4644	2018	2249
RP11-554C16	5	9376591	9561253	754	1310	1236	1456	699	603
RP11-340B4	5	9543426	9719277	286	540	321	397	353	274
RP11-513P1	5	9690720	9891138	450	476	678	592	634	358
RP11-515J15	5	9855159	9979846	687	916	1030	1237	678	496
RP11-767J9	5	9975373	10150751	1041	1480	1413	1877	710	694
RP11-347I3	5	10100162	10303361	604	663	1429	1350	757	460
RP11-276C13	5	10255531	10403336	1838	2489	2487	2435	1376	1365
RP11-342I12	5	10269688	10459841	70	83	NA	NA	112	71
RP11-736C6	5	10427665	10642537	3174	5190	3657	4352	1760	1987
RP11-30B17	5	10474695	10636898	1208	1472	1875	1854	NA	NA
RP11-805I12	5	10534753	10732146	515	661	910	1049	1274	1054
RP11-220D5	5	10597609	10778659	335	324	NA	NA	NA	NA
RP11-114H22	5	10642538	10834701	477	484	853	720	630	340
RP11-584F21	5	10682750	10903324	1607	2983	2454	3514	1791	1430
RP11-275F22	5	10817558	10956260	1365	1974	2581	3084	NA	NA
RP11-647O21	5	10820282	10992369	779	1345	NA	NA	813	687
RP11-598A20	5	10824793	11004249	415	464	705	622	NA	NA
RP11-556J6	5	10833831	11017756	1802	2664	2614	2696	1180	1162
RP11-397G22	5	10913500	11098406	1709	1676	NA	NA	1104	808
RP11-15J3	5	10960200	11140411	1358	1570	1006	1178	644	687
RP11-471G19	5	11056280	11229454	780	1078	1473	1348	831	594
RP11-747J12	5	11098407	11277509	1128	1306	2105	2082	1320	923
RP11-444A14	5	11167854	11338084	2067	2847	2226	2392	2166	1696
RP11-126I13	5	11199805	11366567	426	711	429	426	357	278
RP11-293P3	5	11229455	11397769	282	314	NA	NA	NA	NA
RP11-496N4	5	11234626	11427951	571	760	799	929	673	512
RP11-359P24	5	11250257	11417401	1542	2703	2688	2177	1197	1002
RP11-230E9	5	11300762	11450830	143	107	NA	NA	NA	NA
RP11-502K1	5	11366480	11527851	2151	2877	2711	3281	1313	1335
RP11-219M15	5	11393262	11577739	427	619	652	872	NA	NA
RP11-639D9	5	11468507	11656654	1108	1844	NA	NA	1821	1613
RP11-279G3	5	11524848	11693179	1831	2658	2077	2385	1573	1198
RP11-235P17	5	11572293	11727261	451	670	748	839	289	206
RP11-430D20	5	11659687	11868498	482	785	941	1194	865	543
RP11-360C3	5	11754414	11950948	216	254	329	284	NA	NA
RP11-408F7	5	11757249	11908939	365	360	NA	NA	NA	NA
RP11-689B23	5	11879059	12063636	1243	1743	1718	1868	931	1006
CTD-2012C5	5	11891182	12030339	290	314	NA	NA	NA	NA
RP11-611I21	5	11968529	12159242	360	441	1032	1316	529	428
RP11-420N7	5	12030906	12171758	177	243	NA	NA	NA	NA
RP11-297C22	5	12048036	12203887	84	85	137	130	120	67
RP11-472E23	5	12111582	12273779	454	723	640	751	296	212
RP11-605A5	5	12130035	12326896	577	840	1090	1219	667	535
RP11-107O20	5	12203389	12358211	67	79	107	103	NA	NA
RP11-125J1	5	12211512	12377143	301	396	367	382	401	287
RP11-346F9	5	12237839	12431132	242	277	314	331	242	169
RP11-555H2	5	12324694	12489891	334	501	667	699	749	529
RP11-666I4	5	12352114	12553752	774	1304	NA	NA	NA	NA
RP11-742M24	5	12442840	12625781	NA	NA	NA	NA	NA	NA
RP11-547B19	5	12471219	12653953	668	1088	1133	1094	386	506
RP11-278H6	5	12553752	12737038	256	301	NA	NA	NA	NA
RP11-10A20	5	12610588	12790470	415	571	762	955	NA	NA
RP11-57H16	5	12789322	12945841	873	1180	1666	1880	NA	NA
RP11-65G17	5	12836441	13007203	178	197	289	268	NA	NA
RP11-419C19	5	12839468	13039877	352	556	515	608	236	204
RP11-704J24	5	12898312	13113339	1844	3038	2094	2683	1193	1366
RP11-659H13	5	12927872	13097615	404	491	NA	NA	NA	NA
RP11-313K15	5	12957268	13144667	NA	NA	NA	NA	154	83
RP11-367E14	5	13020495	13174647	NA	NA	NA	NA	NA	NA
RP11-262D18	5	13023629	13174647	237	488	332	389	354	351
RP11-260H22	5	13039898	13191803	299	469	355	489	422	387
RP11-510E9	5	13112722	13298551	370	550	512	610	389	293
RP11-619G3	5	13126356	13314268	247	275	306	394	NA	NA
RP11-816H3	5	13195578	13389503	NA	NA	NA	NA	NA	NA
RP11-597N1	5	13200198	13368700	634	1173	947	1333	505	479
RP11-412O8	5	13344285	13481165	617	920	909	941	NA	NA
RP11-734J6	5	13446203	13623543	2852	3949	2480	2449	1806	1488
RP11-175H24	5	13465637	13640169	496	598	820	773	477	343
RP11-566J1	5	13497943	13702728	441	433	NA	NA	NA	NA
RP11-708P3	5	13518963	13689562	2834	4835	3757	4903	1626	2184
RP11-673E12	5	13542881	13694353	2345	3678	3156	3792	1395	1615
RP11-173P22	5	13564012	13735633	329	423	NA	NA	304	168
RP11-662I12	5	13592175	13756619	561	748	919	985	671	543
RP11-796F3	5	13633902	13822690	1283	2544	2649	3334	1013	718
RP11-18B15	5	13663866	13844728	NA	NA	589	452	NA	NA
RP11-103J10	5	13753248	13914157	765	1445	517	647	631	531
RP11-487E3	5	13761558	13930108	NA	NA	504	633	774	612
RP11-458F4	5	13788915	13962039	800	1131	1169	1737	395	278
RP11-288I14	5	13822691	14014217	517	567	861	823	1564	1538
RP11-466J3	5	13852476	14051639	2207	3179	2528	2828	2779	2391
RP11-573D21	5	13953116	14130486	2084	2959	2892	3174	1925	2070
RP11-744A15	5	14056885	14224833	NA	NA	NA	NA	NA	NA
RP11-683D22	5	14091229	14267453	2946	4602	3628	4202	1701	1858
RP11-421C15	5	14113886	14278569	NA	NA	NA	NA	NA	NA
RP11-674E20	5	14141337	14303692	2521	3532	3016	3285	1144	948
RP11-20B15	5	14207989	14354758	431	559	628	631	NA	NA
RP11-121K1	5	14308039	14484552	966	1462	1697	1784	971	692
CTD-2210M12	5	14439648	14576927	NA	NA	435	318	NA	NA
RP11-611H4	5	14491503	14689838	1991	3262	3000	3460	2339	2548
RP11-480P13	5	14527675	14728776	490	638	1019	730	1157	804
RP11-812F17	5	14645083	14847836	324	360	494	675	303	179
RP11-99I1	5	14746093	14901171	2510	3910	3594	3683	3017	2776
RP11-104O20	5	14837197	15019683	696	1220	NA	NA	858	683
RP11-319J15	5	15002984	15255688	1563	3366	2844	3297	815	668
RP11-345O19	5	15077893	15281651	270	238	293	288	361	199
RP11-12M7	5	15234147	15375203	436	514	613	704	361	237
RP11-275B7	5	15357332	15524415	297	393	664	503	NA	NA
RP11-702N5	5	15446918	15664554	980	1612	1263	1727	500	512
RP11-708I23	5	15519027	15734329	2082	3586	2591	2878	1389	1698
RP11-633D6	5	15642809	15844032	506	1013	NA	NA	747	595
RP11-262M24	5	15782020	15950886	682	882	NA	NA	477	437
RP11-812A6	5	15913662	16113420	171	189	344	280	254	147
RP11-453P14	5	16057704	16278229	1686	2992	1923	2186	1068	955
RP11-432N1	5	16173247	16349983	1869	3657	1543	2244	1348	1351
RP11-737L7	5	16190035	16401279	767	1083	668	923	583	485
RP11-808F1	5	16283796	16475385	740	875	770	888	296	265
RP11-535H5	5	16322088	16490163	180	203	189	146	NA	NA
RP11-21H5	5	16365883	16546950	1002	1495	2010	2389	719	525
RP11-657I12	5	16401280	16582781	152	163	212	196	NA	NA
RP11-39H19	5	16420292	16593049	530	776	478	606	392	358
RP11-788C10	5	16436960	16619628	264	299	384	437	346	223
RP11-384M4	5	16544528	16742461	119	111	226	152	NA	NA
RP11-707B8	5	16593113	16772158	2885	4100	3801	3905	2568	2383
RP11-565O13	5	16638869	16840893	2255	3217	2805	2860	1133	1063
RP11-644H6	5	16734153	16964108	259	275	330	324	407	292
RP11-766F23	5	16744666	16920945	1623	2759	3909	4611	1619	1709
RP11-90B23	5	16794671	16968719	326	332	NA	NA	NA	NA
RP11-182E5	5	16885398	17050993	1303	1827	2016	2535	1009	874
RP11-759K6	5	16891525	17085088	271	356	608	566	295	181
RP11-637L4	5	16918243	17089135	NA	NA	NA	NA	116	82
RP11-723B11	5	16951265	17142706	470	565	748	737	NA	NA
RP11-400M9	5	16974353	17155284	94	98	143	122	NA	NA
RP11-656B21	5	17009730	17196826	115	128	175	137	NA	NA
RP11-288I5	5	17017987	17213109	187	246	244	299	187	95
RP11-101F12	5	17047829	17234129	747	1245	1187	1238	781	752
RP11-553J15	5	17122873	17281632	924	1887	1364	1795	870	796
RP11-568I20	5	17146162	17343045	1386	2305	2056	2290	749	877
RP11-459D21	5	17243334	17433272	316	249	589	433	NA	NA
RP11-642O7	5	17277342	17459434	335	385	NA	NA	467	322
RP11-546A19	5	17320987	17494085	1846	2714	2671	3139	1094	980
RP11-209F18	5	17374146	17543519	302	391	461	457	395	285
RP11-393P10	5	17378802	17571914	656	977	NA	NA	1036	712
RP11-562D12	5	17436074	17571914	3485	5801	5417	6107	2512	3356
RP11-77P12	5	17648993	17755805	554	937	815	819	409	367
RP11-801H23	5	17662950	17880983	168	207	317	287	235	154
RP11-269A6	5	17853590	18012097	2385	3559	2706	3032	2209	2134
RP11-343P16	5	17975598	18147132	535	612	555	798	424	287
RP11-34M19	5	18103765	18262917	340	448	314	305	231	211
RP11-625O13	5	18196879	18353419	307	453	NA	NA	NA	NA
RP11-95O19	5	18269885	18445385	403	518	470	576	786	724
RP11-298P8	5	18333734	18536186	109	137	NA	NA	NA	NA
RP11-510D14	5	18511334	18707085	694	942	757	772	322	444
CTD-2023M8	5	18598092	18776050	NA	NA	NA	NA	189	176
RP11-638C22	5	18712561	18922698	848	1137	1149	1278	NA	NA
RP11-546B21	5	18885075	19048931	248	387	239	207	204	170
RP11-521J6	5	18915805	19098510	1590	1889	1675	1794	NA	NA
RP11-436P17	5	19000539	19174493	186	199	199	269	218	167
RP11-204F19	5	19066044	19245996	383	596	451	552	383	293
RP11-59C4	5	19221626	19398945	463	779	422	570	244	267
RP11-764G3	5	19274658	19454952	1027	1298	900	1018	543	547
RP11-125H10	5	19355389	19500227	700	1199	1223	1946	452	499
CTD-2015I2	5	19455723	19637649	1798	2510	2150	2807	1959	1664
RP11-433B15	5	19581959	19758529	318	458	292	351	NA	NA
RP11-784E22	5	19709306	19854126	226	322	349	391	NA	NA
RP11-595O13	5	19804174	19975587	874	1445	1446	2032	896	732
RP11-211F4	5	19907047	20047210	225	381	NA	NA	437	329
RP11-599A8	5	19995868	20165448	118	158	NA	NA	NA	NA
RP11-333P14	5	20013214	20200761	NA	NA	NA	NA	NA	NA
RP11-137O7	5	20026418	20176670	200	296	NA	NA	261	296
RP11-726O17	5	20112325	20325249	570	861	864	945	466	397
RP11-706J3	5	20284407	20454906	869	1450	1144	1533	395	447
RP11-631M8	5	20292942	20474353	193	197	NA	NA	139	113
RP11-754D16	5	20350518	20525716	382	449	791	797	751	435
RP11-630N5	5	20396666	20592875	1889	2677	2201	2820	961	1023
RP11-527C4	5	20462592	20682262	788	1347	1074	1236	694	722
CTD-2333M24	5	20565393	20692722	238	456	419	491	305	293
RP11-403O23	5	20595572	20772239	173	136	NA	NA	NA	NA
CTD-2285K13	5	20682261	20793419	NA	NA	1446	1351	NA	NA
RP11-697E23	5	20703707	20863661	NA	NA	232	213	NA	NA
RP11-79I8	5	20798444	20959339	112	152	NA	NA	NA	NA
RP11-389I10	5	20812836	20959269	317	376	629	585	522	428
RP11-537L23	5	20826614	20968796	490	900	806	907	669	564
RP11-787I4	5	20876004	21068086	1420	2218	1824	2217	1670	1290
CTD-2167P12	5	20896608	20959731	1603	2585	1937	2326	744	664
CTD-2031A7	5	20914128	20983586	1528	2325	2146	2461	728	650
RP11-210I16	5	20968797	21130832	1832	3161	1956	3274	1199	1131
RP11-337D24	5	20977593	21158365	NA	NA	NA	NA	NA	NA
CTD-2295C16	5	21102772	21236969	142	166	190	164	NA	NA
RP11-627F13	5	21154533	21370075	548	848	972	1148	431	426
RP11-742H1	5	21248643	21447642	1712	2636	2497	2984	811	1303
RP11-436H18	5	21370975	21565858	203	151	NA	NA	NA	NA
RP11-524H13	5	21455848	21607723	279	263	411	328	NA	NA
RP11-454O18	5	21490806	21646154	157	171	NA	NA	NA	NA
RP11-350C5	5	21549827	21743808	184	229	NA	NA	362	209
RP11-360I2	5	21549846	21748945	197	230	NA	NA	NA	NA
RP11-650G16	5	21627102	21835251	131	196	NA	NA	126	102
RP11-273H4	5	21743633	21947697	478	541	619	696	NA	NA
RP11-631P2	5	21907045	22076628	1709	2701	2350	2531	1673	1509
RP11-430F16	5	21991933	22193308	1590	2544	2819	3584	1800	1559
RP11-730D6	5	22087635	22288459	53	58	NA	NA	NA	NA
RP11-356O21	5	22167124	22333363	1921	2223	2084	2042	1719	1128
RP11-402L24	5	22299095	22443489	1170	2125	1809	2390	538	698
RP11-301A11	5	22348790	22558446	148	154	239	289	211	146
RP11-428E10	5	22370881	22563297	1039	1421	1384	1855	1314	1316
RP11-44L10	5	22460425	22625067	283	326	319	338	NA	NA
RP11-59E15	5	22502266	22658825	1174	1883	1573	2175	960	1288
RP11-736D14	5	22536007	22709981	448	1034	584	739	309	303
RP11-340I24	5	22545689	22748500	183	226	267	247	240	125
RP11-794L13	5	22641384	22833632	2370	2968	3003	3779	2141	1970
RP11-45G1	5	22783286	22929763	374	607	369	480	260	255
RP11-16L22	5	22858448	23035147	347	537	587	558	639	607
RP11-587O1	5	22916637	23079055	NA	NA	NA	NA	NA	NA
RP11-606A1	5	22929763	23110580	405	507	737	614	NA	NA
RP11-575E3	5	23002286	23184885	442	587	667	657	NA	NA
RP11-147J19	5	23087589	23262939	200	253	311	362	NA	NA
RP11-157C7	5	23099420	23269209	NA	NA	NA	NA	NA	NA
RP11-457E24	5	23108573	23300885	NA	NA	762	684	678	429
RP11-451H1	5	23207716	23365292	221	268	206	196	NA	NA
RP11-88H16	5	23270416	23444477	265	390	698	826	NA	NA
RP11-632B3	5	23363847	23533506	110	126	NA	NA	202	160
RP11-630I16	5	23446726	23619794	137	168	NA	NA	166	112
RP11-145M12	5	23483019	23648625	124	153	NA	NA	NA	NA
RP11-396B5	5	23621533	23802446	2832	4631	2829	4482	1521	1374
RP11-213I24	5	23634071	23794922	241	322	263	242	NA	NA
RP11-294M12	5	23634711	23794899	105	104	203	194	NA	NA
RP11-57I6	5	23644140	23795207	970	1673	1150	1231	713	762
RP11-152D9	5	23654453	23803666	195	180	291	314	147	112
RP11-111F12	5	23714774	23888026	429	527	545	507	NA	NA
RP11-423D2	5	23795873	23963130	906	1064	1458	1283	NA	NA
RP11-330M5	5	23908916	24118168	87	101	NA	NA	NA	NA
RP11-155N1	5	24099662	24278815	122	144	NA	NA	NA	NA
RP11-4O19	5	24228866	24367504	NA	NA	NA	NA	NA	NA
RP11-429A9	5	24229944	24420607	719	1331	1026	1350	532	371
RP11-641K13	5	24327325	24418945	3767	6476	4234	5305	1366	1076
RP11-106E17	5	24423552	24600486	101	125	NA	NA	NA	NA
RP11-91E20	5	24486450	24659598	571	848	757	665	NA	NA
RP11-721B22	5	24597648	24758533	136	154	188	212	NA	NA
